,player_name,player_id,season,season_type,team,poss,mp,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact,lg,salary,normalized salary
11142,Voshon Lenard,lenarvo01,1997,PO,MIA,995,548,1.931895892,0.013879173,1.945775065,1.356478404,0.0,1.356478404,1.425537696,0.266682466,1.692220162,0.157439585,NBA,247500.0,0.010158847432582194
11143,Voshon Lenard,lenarvo01,1997,RS,MIA,3924,2111,2.769294302,-0.374602265,2.394692038,5.548881565,5.548881565,0.0,2.493046988,-0.53061542,1.962431568,0.129816583,NBA,247500.0,0.010158847432582194
11144,Voshon Lenard,lenarvo01,1998,PO,MIA,337,186,1.468393671,-2.639543058,-1.171149386,0.155571575,0.0,0.155571575,1.110397147,-2.217715549,-1.107318402,0.58745516,NBA,2364597.0,0.08790323420074349
11145,Voshon Lenard,lenarvo01,1998,RS,MIA,4855,2621,1.834914024,-0.782850803,1.052063221,5.085451471,5.085451471,0.0,1.687556635,-0.559748574,1.127808061,0.021606903,NBA,2364597.0,0.08790323420074349
11147,Voshon Lenard,lenarvo01,2001,RS,DEN,4549,2331,1.193824462,-1.73409628,-0.540271819,2.629297648,2.629297648,0.0,1.2197114,-1.525647024,-0.305935623,0.046399717,NBA,3780000.0,0.10647887323943662
11148,Voshon Lenard,lenarvo01,2002,RS,DEN,3172,1665,-0.068550214,-1.306415429,-1.374965643,1.169042972,1.169042972,0.0,0.010093949,-1.562838286,-1.552744337,0.076584749,NBA,4252435.0,0.10005729411764706
11149,Voshon Lenard,lenarvo01,2003,RS,TOR,3654,1929,0.301208564,-2.475993345,-2.174784781,0.567413956,0.567413956,0.0,0.260647498,-2.098233925,-1.837586426,0.211627228,NBA,824935.0,0.020484591889945617
11150,Voshon Lenard,lenarvo01,2004,PO,DEN,310,161,3.134774735,-1.095202262,2.039572473,0.404984118,0.0,0.404984118,3.219218719,-1.062477113,2.156741606,-0.172008913,NBA,1200000.0,0.02737226277372263
11151,Voshon Lenard,lenarvo01,2004,RS,DEN,4390,2233,0.964837159,-1.592547045,-0.627709885,2.420154399,2.420154399,0.0,0.983638852,-1.306606319,-0.322967467,0.085942632,NBA,1200000.0,0.02737226277372263
11152,Voshon Lenard,lenarvo01,2006,RS,DEN,471,238,-2.140748903,-0.574162602,-2.714911505,0.004332813,0.004332813,0.0,-1.83171945,-0.907006762,-2.738726213,1.550605266,NBA,3520000.0,0.07111111111111111
11154,Kawhi Leonard,leonaka01,2012,PO,SAS,738,379,1.136941978,1.261232885,2.398174863,1.022164843,0.0,1.022164843,1.256009576,1.61901315,2.875022725,-0.397689742,NBA,1731960.0,0.029838743022534628
11155,Kawhi Leonard,leonaka01,2012,RS,SAS,3003,1534,1.62662703,1.377995432,3.004622462,4.485343041,4.485343041,0.0,1.717628348,1.72955197,3.447180318,-0.379214228,NBA,1731960.0,0.029838743022534628
11156,Kawhi Leonard,leonaka01,2013,PO,SAS,1463,775,2.811620196,3.599514523,6.411134718,3.714231956,0.0,3.714231956,2.906187775,3.792865215,6.699052989,-0.526797999,NBA,1861920.0,0.032077734132726896
11157,Kawhi Leonard,leonaka01,2013,RS,SAS,3593,1810,0.958933638,2.911457261,3.870390899,6.09858662,6.09858662,0.0,1.148531584,3.23709065,4.385622234,-0.229842058,NBA,1861920.0,0.032077734132726896
11158,Kawhi Leonard,leonaka01,2014,PO,SAS,1445,736,1.840325035,4.403121482,6.243446518,3.489715688,0.0,3.489715688,0.370397452,6.323665743,6.694063195,0.17865488,NBA,1887840.0,0.032172327408442544
11159,Kawhi Leonard,leonaka01,2014,RS,SAS,3874,1923,1.662088404,5.036719076,6.69880748,9.289542683,9.289542683,0.0,1.649343959,5.31537041,6.964714369,0.198441015,NBA,1887840.0,0.032172327408442544
11160,Kawhi Leonard,leonaka01,2015,PO,SAS,500,250,1.393190339,1.408790318,2.801980658,0.740959409,0.0,0.740959409,-2.047439761,3.299555407,1.252115646,1.399955386,NBA,2894059.0,0.04589009751843336
11161,Kawhi Leonard,leonaka01,2015,RS,SAS,4039,2033,3.698908887,5.19082193,8.889730817,12.1137221,12.1137221,0.0,3.535726556,5.979348697,9.515075253,0.322217458,NBA,2894059.0,0.04589009751843336
11162,Kawhi Leonard,leonaka01,2016,PO,SAS,657,339,6.030351461,2.190845032,8.221196492,1.951727945,0.0,1.951727945,3.337059106,4.659681202,7.996740307,-0.259193097,NBA,16500000.0,0.2357142857142857
11163,Kawhi Leonard,leonaka01,2016,RS,SAS,4708,2380,5.002361916,5.078321168,10.08068308,15.5292184,15.5292184,0.0,4.613515594,5.760407916,10.37392351,-0.318415966,NBA,16500000.0,0.2357142857142857
11164,Kawhi Leonard,leonaka01,2017,PO,SAS,812,429,11.55531492,3.736850314,15.29216523,4.030462562,0.0,4.030462562,10.39817073,3.696566809,14.09473754,-1.004879876,NBA,17638063.0,0.1873539509044751
11165,Kawhi Leonard,leonaka01,2017,RS,SAS,4885,2474,6.592603457,1.702580777,8.295184234,13.91095985,13.91095985,0.0,6.592216936,2.403966183,8.996183119,-0.215690745,NBA,17638063.0,0.1873539509044751
11166,Kawhi Leonard,leonaka01,2019,PO,TOR,1886,939,7.980569587,1.427303161,9.407872748,5.991455926,0.0,5.991455926,8.518515427,2.269252196,10.78776762,-0.261001955,NBA,23114067.0,0.22689991066958545
11167,Kawhi Leonard,leonaka01,2019,RS,TOR,4264,2040,4.733646303,0.666757479,5.400403782,8.479706749,8.479706749,0.0,5.078364501,1.254328428,6.332692929,-0.039630184,NBA,23114067.0,0.22689991066958545
11168,Kawhi Leonard,leonaka01,2020,PO,LAC,1048,511,6.065476169,3.15661752,9.222093689,3.180162919,0.0,3.180162919,1.62156289,5.23683588,6.85839877,-1.203131674,NBA,32742000.0,0.3
11169,Kawhi Leonard,leonaka01,2020,RS,LAC,3871,1848,6.471693344,3.279395761,9.751089105,11.73034839,11.73034839,0.0,6.505278604,3.762903342,10.26818195,-0.487696396,NBA,32742000.0,0.3
11170,Kawhi Leonard,leonaka01,2021,PO,LAC,852,432,6.286072930991739,0.9692971707083562,7.255370101700095,2.287164390086787,0.0,2.287164390086787,5.862209033760808,2.832610885419599,8.694819919180407,0.5502603277053609,NBA,34379100.0,0.315
11171,Kawhi Leonard,leonaka01,2021,RS,LAC,3601,1773,6.345672281043949,1.598027594731763,7.943699875775712,9.596767433749411,9.596767433749411,0.0,6.11090461245593,1.819303217540809,7.930207829996739,-0.7994796816111993,NBA,34379100.0,0.315
11172,Meyers Leonard,leoname01,2013,RS,POR,2323,1206,-2.726859903,-1.429689006,-4.156548909,-0.866757058,-0.866757058,0.0,-3.116562065,-1.302041723,-4.418603787,0.140476939,NBA,2126520.0,0.036636344841844116
11173,Meyers Leonard,leoname01,2014,PO,POR,17,9,-13.71537739,7.08150246,-6.633874931,-0.017837532,0.0,-0.017837532,-8.232172997,1.957235446,-6.274937551,-2.803975729,NBA,2222160.0,0.0378697660150991
11174,Meyers Leonard,leoname01,2014,RS,POR,753,355,-4.66483261,-2.749122672,-7.413955282,-0.852106164,-0.852106164,0.0,-3.801445448,-1.967908721,-5.769354169,0.836353458,NBA,2222160.0,0.0378697660150991
11175,Meyers Leonard,leoname01,2015,PO,POR,205,106,5.983883374,3.993304781,9.977188156,0.708547873,0.0,0.708547873,5.038302055,2.843434715,7.88173677,-0.182013249,NBA,2317920.0,0.036754459684452546
11176,Meyers Leonard,leoname01,2015,RS,POR,1699,847,-1.610913905,2.988882775,1.37796887,1.7855977,1.7855977,0.0,-1.602118697,2.443631756,0.841513059,0.093521265,NBA,2317920.0,0.036754459684452546
11177,Meyers Leonard,leoname01,2016,RS,POR,2702,1333,-1.014839824,-0.598032433,-1.612872258,0.773513671,0.773513671,0.0,-0.964966639,-0.814180179,-1.779146819,0.019831014,NBA,3075880.0,0.04394114285714286
11178,Meyers Leonard,leoname01,2017,PO,POR,62,31,-11.39678656,-4.951370176,-16.34815674,-0.225371123,0.0,-0.225371123,-5.828972043,-5.763552046,-11.59252409,1.548138737,NBA,9213484.0,0.09786690460257268
11179,Meyers Leonard,leoname01,2017,RS,POR,2536,1222,-3.203088142,-1.301714017,-4.504802158,-1.094475499,-1.094475499,0.0,-2.451692407,-0.855369322,-3.30706173,0.037550909,NBA,9213484.0,0.09786690460257268
11180,Meyers Leonard,leoname01,2019,PO,POR,353,170,2.55066105,-3.240248609,-0.689587558,0.182930318,0.0,0.182930318,1.333757459,-2.676424225,-1.342666766,-0.74534678,NBA,10595506.0,0.10401109267785097
11181,Meyers Leonard,leoname01,2019,RS,POR,1835,878,-0.348564921,-4.453033993,-4.801598914,-0.913882579,-0.913882579,0.0,-0.401506172,-3.779239747,-4.180745919,-0.570283239,NBA,10595506.0,0.10401109267785097
11182,Meyers Leonard,leoname01,2020,PO,MIA,62,31,8.248869781,-4.342665244,3.906204537,0.107952642,0.0,0.107952642,7.780129672,-2.072505452,5.70762422,-0.571494832,NBA,11286515.0,0.10341318490012827
11183,Meyers Leonard,leoname01,2020,RS,MIA,2115,1034,-1.961239893,-0.463844918,-2.425084811,0.170755255,0.170755255,0.0,-2.060692972,-0.892502948,-2.95319592,-0.388807254,NBA,11286515.0,0.10341318490012827
11184,Jim Les,lesji01,1989,PO,UTA,10,5,-9.724509201,-8.252206324,-17.97671552,-0.041797533,0.0,-0.041797533,-10.96771168,-6.396849563,-17.36456124,4.152860078,NBA,100000.0,0.013827433628318585
11185,Jim Les,lesji01,1989,RS,UTA,1613,781,-2.361284275,-1.547322523,-3.908606798,-0.462729197,-0.462729197,0.0,-2.852450794,-2.206269283,-5.058720077,0.234758598,NBA,100000.0,0.013827433628318585
11186,Jim Les,lesji01,1991,RS,SAC,2792,1399,2.959906679,-0.757573176,2.202333503,3.538110815,3.538110815,0.0,2.356629025,-0.350641737,2.005987288,0.092109798,NBA,30000.0,0.0025271670457417236
11187,Jim Les,lesji01,1992,RS,SAC,1494,712,1.736853774,-1.484358515,0.252495259,1.09513653,1.09513653,0.0,1.330778247,-1.951031046,-0.620252799,0.398531842,NBA,323000.0,0.02584
11188,Jim Les,lesji01,1993,RS,SAC,1871,881,2.358515044,-0.777942546,1.580572498,1.947739801,1.947739801,0.0,2.001202538,-1.202415505,0.798787033,0.060739258,NBA,413000.0,0.0295
11189,Ronnie Lester,lestero01,1985,PO,LAL,123,54,-2.820091197,-3.522159444,-6.342250641,-0.102011139,0.0,-0.102011139,-3.578740462,-4.01055087,-7.589291332,-0.063607089,NBA,244000.0,0.06777777777777778
11190,Ronnie Lester,lestero01,1985,RS,LAL,605,278,-2.486182632,-0.484325975,-2.970508607,-0.031292842,-0.031292842,0.0,-2.379439166,-1.315464996,-3.694904162,0.055746508,NBA,244000.0,0.06777777777777778
11191,Jon Leuer,leuerjo01,2012,RS,MIL,1096,555,-0.293001404,-0.612687969,-0.905689373,0.521833703,0.521833703,0.0,-0.751334793,-0.835106996,-1.586441789,-0.071289863,NBA,473604.0,0.00815939632003308
11194,Jon Leuer,leuerjo01,2015,PO,MEM,19,9,-8.012239257,4.405233682,-3.607005574,-0.004055358,0.0,-0.004055358,-4.58458572,0.686624292,-3.897961428,-0.077240252,NBA,967500.0,0.015341314516768413
11195,Jon Leuer,leuerjo01,2015,RS,MEM,1638,824,-3.4179819,-0.037671694,-3.455653594,-0.297200089,-0.297200089,0.0,-3.367972807,-0.55327894,-3.921251748,0.174531241,NBA,967500.0,0.015341314516768413
11196,Jon Leuer,leuerjo01,2016,RS,PHX,2663,1255,-0.860561406,0.336733804,-0.523827602,1.441218343,1.441218343,0.0,-1.45277266,-0.423420324,-1.876192985,1.082913612,NBA,1035000.0,0.014785714285714286
11197,Jon Leuer,leuerjo01,2017,RS,DET,3914,1944,-1.349605805,0.454244456,-0.895361349,1.838713581,1.838713581,0.0,-1.203143263,0.644385292,-0.558757971,-0.041084194,NBA,10991957.0,0.11675809141412533
11198,Jon Leuer,leuerjo01,2019,PO,DET,11,5,4.407344786,-15.20574788,-10.7984031,-0.021351702,0.0,-0.021351702,0.934500291,-12.45387871,-11.51937842,0.82797048,NBA,10002681.0,0.09819160883094956
11199,Jon Leuer,leuerjo01,2019,RS,DET,841,402,-4.591385044,-1.45518649,-6.046571533,-0.6741393,-0.6741393,0.0,-3.702812535,-0.715018043,-4.417830578,-0.299779817,NBA,10002681.0,0.09819160883094956
11200,Caris LeVert,leverca01,2017,RS,BKN,2694,1237,-0.377530114,-0.819651863,-1.197181977,0.989537449,0.989537449,0.0,-1.043863248,-1.583506316,-2.627369563,0.953569917,NBA,1562280.0,0.016594754787929003
11201,Caris LeVert,leverca01,2018,RS,BKN,3971,1864,-1.027778165,0.116541095,-0.91123707,1.764874792,1.764874792,0.0,-1.138119753,-0.064714448,-1.2028342,0.918267554,NBA,1632480.0,0.016474221186158457
11202,Caris LeVert,leverca01,2019,PO,BKN,318,144,5.205408123,0.703342768,5.908750891,0.662482653,0.0,0.662482653,3.188612952,-1.713664007,1.474948944,0.967484677,NBA,1702800.0,0.01671558570320706
11203,Caris LeVert,leverca01,2019,RS,BKN,2259,1063,0.387778425,1.609149228,1.996927654,2.575265948,2.575265948,0.0,0.075562366,1.178926542,1.254488907,0.031861531,NBA,1702800.0,0.01671558570320706
11204,Caris LeVert,leverca01,2020,PO,BKN,303,140,1.95669977,-5.263103325,-3.306403555,-0.04214739,0.0,-0.04214739,5.331597368,-6.694301635,-1.362704268,2.806831856,NBA,2625718.0,0.024058255451713396
11205,Caris LeVert,leverca01,2020,RS,BKN,2844,1330,1.831392199,-0.106447231,1.724944968,3.04607258,3.04607258,0.0,1.458925832,-0.3643159,1.094609932,0.32034864,NBA,2625718.0,0.024058255451713396
11207,Caris LeVert,leverca01,2021,RS,IND,2499,1152,-0.0184201274752267,-1.56318161943621,-1.581601746911437,0.694290361121723,0.694290361121723,0.0,0.4352360665228707,-0.962984491784806,-0.5277484252619353,1.112184352541133,NBA,16203704.0,0.1484671431189298
11208,Fat Lever,leverfa01,1985,PO,DEN,783,342,2.099660477,1.627072662,3.726733139,1.164148284,0.0,1.164148284,2.551340993,1.965146661,4.516487655,-0.126543416,NBA,185000.0,0.05138888888888889
11209,Fat Lever,leverfa01,1985,RS,DEN,5802,2559,1.567125886,1.652950707,3.220076593,7.782749419,7.782749419,0.0,1.9363025,1.980723779,3.91702628,-0.156359502,NBA,185000.0,0.05138888888888889
11210,Fat Lever,leverfa01,1986,PO,DEN,751,347,0.137124333,1.575346309,1.712470642,0.81477591,0.0,0.81477591,0.403363088,2.126993362,2.53035645,-0.004040642,NBA,185000.0,0.04370422867942358
11211,Fat Lever,leverfa01,1986,RS,DEN,5882,2616,0.735891371,1.409138088,2.145029459,6.516214069,6.516214069,0.0,1.063084786,1.710417466,2.773502253,-0.270490228,NBA,185000.0,0.04370422867942358
11214,Fat Lever,leverfa01,1988,PO,DEN,571,273,4.922424934,2.037609029,6.960033963,1.382016757,0.0,1.382016757,4.65763024,2.342188824,6.999819064,-0.87732585,NBA,457500.0,0.07422128487994809
11215,Fat Lever,leverfa01,1988,RS,DEN,6805,3061,3.750739814,2.385777988,6.136517802,13.82326528,13.82326528,0.0,3.949074311,2.650675221,6.599749532,-0.399499075,NBA,457500.0,0.07422128487994809
11216,Fat Lever,leverfa01,1989,PO,DEN,132,58,1.499935733,2.118464286,3.618400018,0.192873841,0.0,0.192873841,1.578556346,1.534274234,3.11283058,-0.733276816,NBA,575000.0,0.07950774336283185
11217,Fat Lever,leverfa01,1989,RS,DEN,6218,2745,3.731352203,2.106071718,5.837423921,11.96594499,11.96594499,0.0,3.798624923,2.380296811,6.178921734,-0.514606428,NBA,575000.0,0.07950774336283185
11218,Fat Lever,leverfa01,1990,PO,DEN,259,113,3.350828199,1.455149087,4.805977287,0.446469816,0.0,0.446469816,3.647227571,1.993277181,5.640504752,-0.608241437,NBA,1700000.0,0.1734339930626403
11219,Fat Lever,leverfa01,1990,RS,DEN,6290,2832,3.193757413,1.760012616,4.953770029,11.05684734,11.05684734,0.0,3.25763102,1.941111586,5.198742606,-0.6639834,NBA,1700000.0,0.1734339930626403
11220,Fat Lever,leverfa01,1992,RS,DAL,1758,884,0.718587898,1.191590161,1.910178059,2.101821276,2.101821276,0.0,0.620166746,1.460970668,2.081137415,0.000124782,NBA,1619000.0,0.12952
11221,Fat Lever,leverfa01,1994,RS,DAL,3877,1947,-0.83703869,2.44895933,1.61192064,4.339878396,4.339878396,0.0,-0.850366672,2.732519529,1.882152857,0.153778301,NBA,2203000.0,0.14517298187808897
11222,Cliff Levingston,levincl01,1985,RS,ATL,4242,2017,-0.1357451,0.828087295,0.692342195,3.540744235,3.540744235,0.0,-0.077594181,0.857285414,0.779691233,-0.048968063,NBA,200000.0,0.05555555555555555
11223,Cliff Levingston,levincl01,1986,PO,ATL,377,180,-0.958179593,0.614775094,-0.343404498,0.22786584,0.0,0.22786584,-1.24942149,0.162457357,-1.086964133,-0.033968624,NBA,200000.0,0.04724781478856603
11224,Cliff Levingston,levincl01,1986,RS,ATL,4099,1945,0.071848873,0.905068975,0.976917848,3.708896508,3.708896508,0.0,0.140234816,1.032484936,1.172719752,0.294268415,NBA,200000.0,0.04724781478856603
11225,Cliff Levingston,levincl01,1987,PO,ATL,208,108,-0.819563215,-1.069121019,-1.888684234,0.049319906,0.0,0.049319906,-1.450245188,-0.964143378,-2.414388566,0.749740716,NBA,375000.0,0.07583417593528817
11226,Cliff Levingston,levincl01,1987,RS,ATL,3793,1848,0.263535665,0.812333634,1.075869299,3.610874749,3.610874749,0.0,0.239239101,0.884914374,1.124153475,0.103383823,NBA,375000.0,0.07583417593528817
11227,Cliff Levingston,levincl01,1988,PO,ATL,323,163,-1.78451862,-0.599390608,-2.383909227,0.031571421,0.0,0.031571421,-1.702333193,-0.922889279,-2.625222472,0.520244772,NBA,350000.0,0.05678131083711875
11228,Cliff Levingston,levincl01,1988,RS,ATL,4337,2135,1.356981942,0.205150708,1.56213265,4.69707605,4.69707605,0.0,1.266153012,0.466018133,1.732171145,-0.000662343,NBA,350000.0,0.05678131083711875
11229,Cliff Levingston,levincl01,1989,PO,ATL,141,77,-2.943662936,-1.738986948,-4.682649884,-0.078772696,0.0,-0.078772696,-3.479013494,-1.336913198,-4.815926692,0.571216177,NBA,425000.0,0.05876659292035398
11230,Cliff Levingston,levincl01,1989,RS,ATL,4524,2184,-0.393822187,1.007270917,0.61344873,3.754993468,3.754993468,0.0,-0.194610708,1.212323406,1.017712698,0.195242033,NBA,425000.0,0.05876659292035398
11232,Cliff Levingston,levincl01,1991,PO,CHI,356,192,0.156053899,2.85249348,3.008547379,0.583278643,0.0,0.583278643,0.133398983,2.414473994,2.547872977,0.242182594,NBA,750000.0,0.06317917614354308
11233,Cliff Levingston,levincl01,1991,RS,CHI,2041,1013,-2.379221022,-0.103139523,-2.482360544,0.138655502,0.138655502,0.0,-2.248361389,-0.443458099,-2.691819489,0.236983077,NBA,750000.0,0.06317917614354308
11234,Cliff Levingston,levincl01,1992,PO,CHI,358,191,-3.319479367,0.211151718,-3.108327649,-0.036371312,0.0,-0.036371312,-3.282133514,-0.38083019,-3.662963704,0.922882346,NBA,1350000.0,0.108
11235,Cliff Levingston,levincl01,1992,RS,CHI,2029,1020,-0.92262468,0.544763679,-0.377861001,1.235582484,1.235582484,0.0,-0.874852014,0.074189664,-0.80066235,0.088118912,NBA,1350000.0,0.108
11236,Cliff Levingston,levincl01,1995,PO,DEN,67,35,0.243502043,3.899386708,4.142888752,0.12653339,0.0,0.12653339,0.347512561,2.897071346,3.244583907,-0.293053817,NBA,650000.0,0.04071661237785016
11237,Cliff Levingston,levincl01,1995,RS,DEN,904,469,-3.375950749,0.034006882,-3.341943867,-0.142947526,-0.142947526,0.0,-3.408341266,0.196937519,-3.211403747,0.866430114,NBA,650000.0,0.04071661237785016
11238,Kira Lewis Jr.,lewiski01,2021,RS,NOP,1932,904,-0.827465978690157,-0.9969610492405871,-1.824427027930744,0.4265084446339593,0.4265084446339593,0.0,-0.947463297403789,-0.8231118462702361,-1.770575143674025,-0.0910815713101522,NBA,3640200.0,0.033353490929081915
11241,Quincy Lewis,lewisqu01,2001,RS,UTA,761,402,-2.483444899,0.208066222,-2.275378677,0.098809241,0.098809241,0.0,-2.554208679,0.296321823,-2.257886856,1.388948094,NBA,1000440.0,0.028181408450704225
11242,Quincy Lewis,lewisqu01,2002,PO,UTA,105,56,-6.381967065,0.475228243,-5.906738822,-0.095229933,0.0,-0.095229933,-5.824223001,0.617266358,-5.206956643,2.176894117,NBA,1070280.0,0.025183058823529413
11243,Quincy Lewis,lewisqu01,2002,RS,UTA,932,490,-3.062151322,-0.015241424,-3.077392746,-0.083345327,-0.083345327,0.0,-3.115038522,0.456772396,-2.658266126,1.679591401,NBA,1070280.0,0.025183058823529413
11244,Ralph Lewis,lewisra01,1988,PO,DET,33,17,0.861522586,-0.070926705,0.790595882,0.031595771,0.0,0.031595771,-0.138009332,-1.073469235,-1.211478567,-0.229265359,NBA,75000.0,0.012167423750811162
11245,Ralph Lewis,lewisra01,1988,RS,DET,642,310,-5.668659731,0.212045885,-5.456613846,-0.430398143,-0.430398143,0.0,-5.672994386,-0.656729001,-6.329723388,0.545001434,NBA,75000.0,0.012167423750811162
11246,Ralph Lewis,lewisra01,1989,RS,CHA,710,336,-2.79940414,-1.966652112,-4.766056252,-0.345269298,-0.345269298,0.0,-3.100841507,-2.99802992,-6.098871427,-0.099537441,NBA,175000.0,0.02419800884955752
11249,Rashard Lewis,lewisra02,2001,RS,OKC,5250,2720,2.827687659,-0.275857638,2.551830021,7.332107507,7.332107507,0.0,2.984511719,0.054998657,3.039510376,-0.319726062,NBA,3920000.0,0.1104225352112676
11250,Rashard Lewis,lewisra02,2002,PO,OKC,141,79,3.293742272,-2.295082308,0.998659964,0.156578717,0.0,0.156578717,2.93845132,-1.720075132,1.218376188,0.439685975,NBA,4413375.0,0.10384411764705882
11251,Rashard Lewis,lewisra02,2002,RS,OKC,4848,2585,3.135531098,1.021863223,4.157394322,9.097749281,9.097749281,0.0,3.319697312,1.197918793,4.517616105,-0.122764319,NBA,4413375.0,0.10384411764705882
11252,Rashard Lewis,lewisra02,2003,RS,OKC,5645,3044,0.857389066,-1.13675757,-0.279368504,3.828756567,3.828756567,0.0,0.884006778,-0.672578043,0.211428735,-0.198101133,NBA,6233766.0,0.15479541108986616
11253,Rashard Lewis,lewisra02,2004,RS,OKC,5553,2931,2.460097912,-0.298522029,2.161575883,7.346714694,7.346714694,0.0,2.752497832,0.204475481,2.956973313,0.024367232,NBA,7012987.0,0.15996776916058394
11254,Rashard Lewis,lewisra02,2005,PO,OKC,583,312,1.719733594,-1.015667696,0.704065898,0.567111749,0.0,0.567111749,1.761165417,-1.102063867,0.65910155,0.006789359,NBA,7792208.0,0.17762042397994074
11255,Rashard Lewis,lewisra02,2005,RS,OKC,4996,2697,4.036985707,0.772235217,4.809220925,10.37245991,10.37245991,0.0,4.322525334,0.569632691,4.892158026,-0.257469974,NBA,7792208.0,0.17762042397994074
11256,Rashard Lewis,lewisra02,2006,RS,OKC,5551,2876,4.00967661,-1.828932429,2.180744181,7.216320239,7.216320239,0.0,4.152959532,-1.412465806,2.740493726,-0.237265092,NBA,8571429.0,0.17316018181818182
11257,Rashard Lewis,lewisra02,2007,RS,OKC,4542,2348,3.956639792,0.243130317,4.19977011,8.302846213,8.302846213,0.0,4.048003359,0.320516562,4.368519921,-0.25288199,NBA,9350649.0,0.1759790909946363
11258,Rashard Lewis,lewisra02,2008,PO,ORL,769,417,3.534186485,1.666860723,5.201047208,1.739013582,0.0,1.739013582,4.278406977,1.491211263,5.76961824,-0.288479244,NBA,14880000.0,0.2674815746899155
11259,Rashard Lewis,lewisra02,2008,RS,ORL,6054,3076,2.257319156,1.387332854,3.64465201,10.02983403,10.02983403,0.0,2.909776002,1.645744065,4.555520067,-0.053828293,NBA,14880000.0,0.2674815746899155
11260,Rashard Lewis,lewisra02,2009,PO,ORL,1853,986,2.44613337,2.024172937,4.470306307,3.727633256,0.0,3.727633256,2.822115924,1.807566472,4.629682397,-0.443784734,NBA,16447871.0,0.28029773346966597
11261,Rashard Lewis,lewisra02,2009,RS,ORL,5561,2859,2.494086483,1.914743035,4.408829518,10.43754631,10.43754631,0.0,2.954769606,1.904883656,4.859653262,-0.042345931,NBA,16447871.0,0.28029773346966597
11262,Rashard Lewis,lewisra02,2010,PO,ORL,933,512,1.509677683,1.753136262,3.262813945,1.620047751,0.0,1.620047751,2.043494046,1.971163083,4.014657129,0.006114873,NBA,18876000.0,0.3271403812824957
11263,Rashard Lewis,lewisra02,2010,RS,ORL,4593,2369,0.585319479,1.066131394,1.651450874,5.330671594,5.330671594,0.0,1.315686811,1.454735918,2.770422729,0.190516176,NBA,18876000.0,0.3271403812824957
11265,Rashard Lewis,lewisra02,2011,RS,WAS,2004,1014,0.566432782,0.017544519,0.583977301,1.744677427,1.744677427,0.0,0.388727538,0.133925277,0.522652815,1.073517063,NBA,19573711.0,0.33722195231203916
11266,Rashard Lewis,lewisra02,2012,RS,WAS,1421,729,-2.022196535,-0.737753785,-2.759950319,-0.003703804,-0.003703804,0.0,-2.036466226,-0.854548222,-2.891014448,0.072961479,NBA,21136631.0,0.3641484218868445
11267,Rashard Lewis,lewisra02,2013,PO,MIA,86,47,-7.687683539,0.07678625,-7.610897289,-0.122145644,0.0,-0.122145644,-6.583440839,-1.798766982,-8.382207821,1.453541668,NBA,1352181.0,0.02329579284680587
11268,Rashard Lewis,lewisra02,2013,RS,MIA,1514,792,-1.713382756,-0.597544172,-2.310926928,0.178101413,0.178101413,0.0,-1.200475471,-1.225352861,-2.425828332,0.35760694,NBA,1352181.0,0.02329579284680587
11269,Rashard Lewis,lewisra02,2014,PO,MIA,596,319,0.600283771,4.906242904,5.506526675,1.37926695,0.0,1.37926695,2.789596297,2.353237123,5.14283342,-0.445670004,NBA,1399507.0,0.02385021898805365
11270,Rashard Lewis,lewisra02,2014,RS,MIA,1873,971,-0.55320002,1.160919094,0.607719074,1.659147519,1.659147519,0.0,0.155517962,1.109632623,1.265150585,-0.246824353,NBA,1399507.0,0.02385021898805365
11271,Reggie Lewis,lewisre01,1988,PO,BOS,136,70,-0.291510518,1.742521995,1.451011477,0.156015018,0.0,0.156015018,-0.57295409,1.805503137,1.232549048,0.784371522,NBA,75000.0,0.012167423750811162
11272,Reggie Lewis,lewisre01,1988,RS,BOS,836,405,-2.113229786,-0.378004073,-2.49123386,0.053749265,0.053749265,0.0,-1.994442897,-0.984413364,-2.978856262,0.528123442,NBA,75000.0,0.012167423750811162
11273,Reggie Lewis,lewisre01,1989,PO,BOS,244,125,-0.469203655,1.411493635,0.94228998,0.243416847,0.0,0.243416847,-0.557140948,1.629110505,1.071969556,0.219584135,NBA,300000.0,0.041482300884955754
11274,Reggie Lewis,lewisre01,1989,RS,BOS,5493,2657,1.235528563,1.22664372,2.462172283,7.069935233,7.069935233,0.0,1.465186647,1.369918516,2.835105162,0.062120485,NBA,300000.0,0.041482300884955754
11277,Reggie Lewis,lewisre01,1991,PO,BOS,928,462,2.31416874,-0.186229289,2.127939451,1.180499302,0.0,1.180499302,2.438013923,0.283960446,2.721974369,-0.426479113,NBA,400000.0,0.033695560609889645
11278,Reggie Lewis,lewisre01,1991,RS,BOS,5974,2878,1.022628413,0.189950983,1.212579396,5.802973215,5.802973215,0.0,1.137361302,0.622786259,1.76014756,-0.264098561,NBA,400000.0,0.033695560609889645
11279,Reggie Lewis,lewisre01,1992,PO,BOS,788,408,5.021802577,2.487874072,7.509676649,2.206689199,0.0,2.206689199,5.260560702,3.265343218,8.52590392,0.170478332,NBA,3340000.0,0.2672
